GHG Scopes and categories L1;GHG Scopes and categories L2;Activity L1;Activity L2;Region;Activity unit;Year;Readable unique string;Emission factor [kg CO2e/unit];Emission factor (location-based) [kg CO2e/unit];Emission factor (market-based) [kg CO2e/unit];Source;Description;Link
Scope 1;Fuel combustion;Liquid fuels;Processed fuel oils - distillate oil;GLOBAL;litres;2022;Scope1_Fuel-combustion_Liquid-fuels_Processed-fuel-oils---distillate-oil_GLOBAL_litres_2022;2.76;;;BEIS/DEFRA;The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ;https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022
Scope 1;Fuel combustion;Liquid fuels;Processed fuel oils - distillate oil;GLOBAL;tonnes;2022;Scope1_Fuel-combustion_Liquid-fuels_Processed-fuel-oils---distillate-oil_GLOBAL_tonnes_2022;3230.28;;;BEIS/DEFRA;The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ;https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022
Scope 1;Fuel combustion;Liquid fuels;Processed fuel oils - residual oil;GLOBAL;kWh (Gross CV);2022;Scope1_Fuel-combustion_Liquid-fuels_Processed-fuel-oils---residual-oil_GLOBAL_kWh-(Gross-CV)_2022;0.27;;;BEIS/DEFRA;The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ;https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022
Scope 1;Fuel combustion;Liquid fuels;Processed fuel oils - residual oil;GLOBAL;kWh (Net CV);2022;Scope1_Fuel-combustion_Liquid-fuels_Processed-fuel-oils---residual-oil_GLOBAL_kWh-(Net-CV)_2022;0.29;;;BEIS/DEFRA;The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ;https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022
Scope 1;Fuel combustion;Liquid fuels;Processed fuel oils - residual oil;GLOBAL;litres;2022;Scope1_Fuel-combustion_Liquid-fuels_Processed-fuel-oils---residual-oil_GLOBAL_litres_2022;3.18;;;BEIS/DEFRA;The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ;https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022
Scope 1;Fuel combustion;Liquid fuels;Processed fuel oils - residual oil;GLOBAL;tonnes;2022;Scope1_Fuel-combustion_Liquid-fuels_Processed-fuel-oils---residual-oil_GLOBAL_tonnes_2022;3229.2;;;BEIS/DEFRA;The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ;https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022
Scope 1;Fuel combustion;Liquid fuels;Refinery miscellaneous;GLOBAL;kWh (Gross CV);2022;Scope1_Fuel-combustion_Liquid-fuels_Refinery-miscellaneous_GLOBAL_kWh-(Gross-CV)_2022;0.25;;;BEIS/DEFRA;The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ;https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022
Scope 1;Fuel combustion;Liquid fuels;Refinery miscellaneous;GLOBAL;kWh (Net CV);2022;Scope1_Fuel-combustion_Liquid-fuels_Refinery-miscellaneous_GLOBAL_kWh-(Net-CV)_2022;0.26;;;BEIS/DEFRA;The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ;https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022
Scope 1;Fuel combustion;Liquid fuels;Refinery miscellaneous;GLOBAL;litres;2022;Scope1_Fuel-combustion_Liquid-fuels_Refinery-miscellaneous_GLOBAL_litres_2022;;;;BEIS/DEFRA;The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ;https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022
Scope 1;Fuel combustion;Liquid fuels;Refinery miscellaneous;GLOBAL;tonnes;2022;Scope1_Fuel-combustion_Liquid-fuels_Refinery-miscellaneous_GLOBAL_tonnes_2022;2944.81;;;BEIS/DEFRA;The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ;https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022
Scope 1;Fuel combustion;Liquid fuels;Waste oils;GLOBAL;kWh (Gross CV);2022;Scope1_Fuel-combustion_Liquid-fuels_Waste-oils_GLOBAL_kWh-(Gross-CV)_2022;0.26;;;BEIS/DEFRA;The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ;https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022
Scope 1;Fuel combustion;Liquid fuels;Waste oils;GLOBAL;kWh (Net CV);2022;Scope1_Fuel-combustion_Liquid-fuels_Waste-oils_GLOBAL_kWh-(Net-CV)_2022;0.28;;;BEIS/DEFRA;The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ;https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022
Scope 1;Fuel combustion;Liquid fuels;Waste oils;GLOBAL;litres;2022;Scope1_Fuel-combustion_Liquid-fuels_Waste-oils_GLOBAL_litres_2022;2.75;;;BEIS/DEFRA;The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ;https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022
Scope 1;Fuel combustion;Liquid fuels;Waste oils;GLOBAL;tonnes;2022;Scope1_Fuel-combustion_Liquid-fuels_Waste-oils_GLOBAL_tonnes_2022;3224.57;;;BEIS/DEFRA;The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ;https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022
Scope 1;Fuel combustion;Solid fuels;Coal (domestic);GLOBAL;kWh (Gross CV);2022;Scope1_Fuel-combustion_Solid-fuels_Coal-(domestic)_GLOBAL_kWh-(Gross-CV)_2022;0.34462;;;BEIS/DEFRA;The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ;https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022
Scope 1;Fuel combustion;Solid fuels;Coal (domestic);GLOBAL;kWh (Net CV);2022;Scope1_Fuel-combustion_Solid-fuels_Coal-(domestic)_GLOBAL_kWh-(Net-CV)_2022;0.36276;;;BEIS/DEFRA;The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ;https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022
Scope 1;Fuel combustion;Solid fuels;Coal (domestic);GLOBAL;tonnes;2022;Scope1_Fuel-combustion_Solid-fuels_Coal-(domestic)_GLOBAL_tonnes_2022;2883.26;;;BEIS/DEFRA;The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ;https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022
Scope 1;Fuel combustion;Solid fuels;Coal (electricity generation - home produced coal only);GLOBAL;kWh (Gross CV);2022;Scope1_Fuel-combustion_Solid-fuels_Coal-(electricity-generation---home-produced-coal-only)_GLOBAL_kWh-(Gross-CV)_2022;0.32133;;;BEIS/DEFRA;The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ;https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022
Scope 1;Fuel combustion;Solid fuels;Coal (electricity generation - home produced coal only);GLOBAL;kWh (Net CV);2022;Scope1_Fuel-combustion_Solid-fuels_Coal-(electricity-generation---home-produced-coal-only)_GLOBAL_kWh-(Net-CV)_2022;0.33824;;;BEIS/DEFRA;The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ;https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022
